"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count"
"GO:0071371","cellular response to gonadotropin stimulus","14/4843","20/18860",4.04595884250806e-05,0.00113176588834433,0.000904037950171531,14
"GO:0043583","ear development","89/4843","238/18860",4.05877151542039e-05,0.00113176588834433,0.000904037950171531,89
"GO:0019226","transmission of nerve impulse","38/4843","82/18860",4.13573667169101e-05,0.00114306660256341,0.000913064794524502,38
"GO:0031424","keratinization","38/4843","82/18860",4.13573667169101e-05,0.00114306660256341,0.000913064794524502,38
"GO:0048880","sensory system development","151/4843","443/18860",4.19093055597959e-05,0.00115324115386912,0.000921192076501331,151
"GO:0006334","nucleosome assembly","51/4843","120/18860",4.25592899667021e-05,0.00116601303603096,0.000931394068174987,51
"GO:0048839","inner ear development","80/4843","210/18860",4.64654659903949e-05,0.0012674971027119,0.00101245804842229,80
"GO:0009913","epidermal cell differentiation","94/4843","255/18860",4.75200058411646e-05,0.00129065158721847,0.00103095351018357,94
"GO:0000022","mitotic spindle elongation","10/4843","12/18860",4.80942891703143e-05,0.00129503678220838,0.00103445633946179,10
"GO:0003163","sinoatrial node development","10/4843","12/18860",4.80942891703143e-05,0.00129503678220838,0.00103445633946179,10
"GO:0010718","positive regulation of epithelial to mesenchymal transition","31/4843","63/18860",4.99972474922853e-05,0.00134052449045555,0.00107079125196028,31
"GO:0045132","meiotic chromosome segregation","43/4843","97/18860",5.03373528366462e-05,0.00134390021998774,0.00107348773507401,43
"GO:0051231","spindle elongation","11/4843","14/18860",5.18304581619247e-05,0.00137208563083509,0.00109600182682178,11
"GO:0051255","spindle midzone assembly","11/4843","14/18860",5.18304581619247e-05,0.00137208563083509,0.00109600182682178,11
"GO:0003205","cardiac chamber development","69/4843","176/18860",5.30029430473629e-05,0.00139590982492607,0.00111503224275171,69
"GO:0070371","ERK1 and ERK2 cascade","117/4843","331/18860",5.31753981761763e-05,0.00139590982492607,0.00111503224275171,117
"GO:0010811","positive regulation of cell-substrate adhesion","55/4843","133/18860",5.45333629819977e-05,0.00142559299728772,0.00113874272437408,55
"GO:0099565","chemical synaptic transmission, postsynaptic","51/4843","121/18860",5.53800657185873e-05,0.00144172005111376,0.0011516247778388,51
"GO:0003161","cardiac conduction system development","21/4843","37/18860",5.78205356424517e-05,0.00149903322570554,0.00119740569897222,21
"GO:0048469","cell maturation","83/4843","221/18860",6.08384684742926e-05,0.00157078416134861,0.00125471929134116,83
"GO:0007519","skeletal muscle tissue development","71/4843","183/18860",6.16839494723144e-05,0.00158608647126762,0.00126694255149995,71
"GO:0060986","endocrine hormone secretion","30/4843","61/18860",6.66362251238713e-05,0.00170643133235579,0.00136307225699141,30
"GO:0060993","kidney morphogenesis","43/4843","98/18860",6.75958383208383e-05,0.00172084086911983,0.00137458238308131,43
"GO:0006935","chemotaxis","159/4843","474/18860",6.7747480821262e-05,0.00172084086911983,0.00137458238308131,159
"GO:0070372","regulation of ERK1 and ERK2 cascade","108/4843","303/18860",6.88491838695452e-05,0.00174177330482874,0.00139130290493593,108
"GO:0003254","regulation of membrane depolarization","27/4843","53/18860",7.03084613414186e-05,0.0017715473351649,0.00141508596257237,27
"GO:0061351","neural precursor cell proliferation","66/4843","168/18860",7.07448147038643e-05,0.00177541186980818,0.00141817289602147,66
"GO:0003209","cardiac atrium morphogenesis","18/4843","30/18860",7.23669537835983e-05,0.00180888553003305,0.0014449111636138,18
"GO:0035136","forelimb morphogenesis","22/4843","40/18860",7.39635681394164e-05,0.00184145804169325,0.00147092960698313,22
"GO:0003228","atrial cardiac muscle tissue development","15/4843","23/18860",7.54444280501683e-05,0.0018562287905363,0.00148272826397049,15
"GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","15/4843","23/18860",7.54444280501683e-05,0.0018562287905363,0.00148272826397049,15
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","15/4843","23/18860",7.54444280501683e-05,0.0018562287905363,0.00148272826397049,15
"GO:0007611","learning or memory","102/4843","284/18860",7.70307371256649e-05,0.00188785486221258,0.00150799070499708,102
"GO:0001666","response to hypoxia","112/4843","317/18860",7.75364051143256e-05,0.00189285371862754,0.00151198371799838,112
"GO:0010975","regulation of neuron projection development","151/4843","448/18860",7.84776811989236e-05,0.00190065967206303,0.00151821899882423,151
"GO:0006836","neurotransmitter transport","81/4843","216/18860",7.86474302292599e-05,0.00190065967206303,0.00151821899882423,81
"GO:0015850","organic hydroxy compound transport","105/4843","294/18860",7.87649848161281e-05,0.00190065967206303,0.00151821899882423,105
"GO:0051932","synaptic transmission, GABAergic","32/4843","67/18860",7.95578751071324e-05,0.00191243719701973,0.00152762671258341,32
"GO:0140014","mitotic nuclear division","101/4843","281/18860",8.04977485053709e-05,0.00192764455772022,0.00153977412870257,101
"GO:0060562","epithelial tube morphogenesis","120/4843","344/18860",8.24241906766694e-05,0.00196627137758716,0.00157062866444516,120
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","59/4843","147/18860",8.27966276754314e-05,0.00196767440165022,0.00157174937943672,59
"GO:0045216","cell-cell junction organization","84/4843","226/18860",8.40112351095679e-05,0.00198820931089254,0.00158815236299505,84
"GO:0048708","astrocyte differentiation","40/4843","90/18860",8.46113940083374e-05,0.00198820931089254,0.00158815236299505,40
"GO:0051591","response to cAMP","40/4843","90/18860",8.46113940083374e-05,0.00198820931089254,0.00158815236299505,40
"GO:0048565","digestive tract development","57/4843","141/18860",8.57793482056694e-05,0.00199061057757839,0.00159007045951558,57
"GO:0042742","defense response to bacterium","125/4843","361/18860",8.59118649295561e-05,0.00199061057757839,0.00159007045951558,125
"GO:0042330","taxis","159/4843","476/18860",8.59688277682602e-05,0.00199061057757839,0.00159007045951558,159
"GO:0010038","response to metal ion","122/4843","351/18860",8.62763209868764e-05,0.00199061057757839,0.00159007045951558,122
"GO:0050905","neuromuscular process","73/4843","191/18860",8.62999804114314e-05,0.00199061057757839,0.00159007045951558,73
"GO:0120254","olefinic compound metabolic process","66/4843","169/18860",8.72769784750172e-05,0.00200577202546615,0.00160218120115503,66
"GO:0001704","formation of primary germ layer","55/4843","135/18860",8.84036136638648e-05,0.00202424916834704,0.00161694047120115,55
"GO:0007127","meiosis I","54/4843","132/18860",8.9549444737151e-05,0.00204302987738504,0.00163194222542996,54
"GO:1901888","regulation of cell junction assembly","102/4843","285/18860",9.00494240360903e-05,0.00204699306667547,0.00163510796276059,102
"GO:0086091","regulation of heart rate by cardiac conduction","23/4843","43/18860",9.08911557158382e-05,0.00205866827061794,0.00164443394399812,23
"GO:0034698","response to gonadotropin","17/4843","28/18860",9.34361459111281e-05,0.00210869920664179,0.0016843979200412,17
"GO:0061035","regulation of cartilage development","35/4843","76/18860",9.59640431003409e-05,0.00215028002289835,0.00171761206466437,35
"GO:1905818","regulation of chromosome separation","35/4843","76/18860",9.59640431003409e-05,0.00215028002289835,0.00171761206466437,35
"GO:0050678","regulation of epithelial cell proliferation","141/4843","416/18860",9.95497551153092e-05,0.00222268741492331,0.00177545002473867,141
"GO:0051321","meiotic cell cycle","106/4843","299/18860",0.000102016000107713,0.00226967512296381,0.00181298311501614,106
"GO:0044786","cell cycle DNA replication","24/4843","46/18860",0.000108145715586717,0.00238910640701079,0.0019083830686003,24
"GO:0048483","autonomic nervous system development","24/4843","46/18860",0.000108145715586717,0.00238910640701079,0.0019083830686003,24
"GO:0046849","bone remodeling","39/4843","88/18860",0.000111235219140471,0.00244873601714847,0.001956014324387,39
"GO:0042471","ear morphogenesis","55/4843","136/18860",0.000111718601843943,0.00245077799989125,0.00195764543017671,55
"GO:0031032","actomyosin structure organization","80/4843","215/18860",0.000117157723732377,0.00255883696443451,0.00204396134215941,80
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","42/4843","97/18860",0.000117786001688946,0.00255883696443451,0.00204396134215941,42
"GO:0070252","actin-mediated cell contraction","51/4843","124/18860",0.000117868008084408,0.00255883696443451,0.00204396134215941,51
"GO:0036293","response to decreased oxygen levels","115/4843","330/18860",0.00012003552391018,0.00258302930314445,0.00206328582659778,115
"GO:0030199","collagen fibril organization","33/4843","71/18860",0.000120618836435634,0.00258302930314445,0.00206328582659778,33
"GO:0006721","terpenoid metabolic process","45/4843","106/18860",0.000120649018447849,0.00258302930314445,0.00206328582659778,45
"GO:0010669","epithelial structure maintenance","22/4843","41/18860",0.000121040901358697,0.00258302930314445,0.00206328582659778,22
"GO:0033260","nuclear DNA replication","22/4843","41/18860",0.000121040901358697,0.00258302930314445,0.00206328582659778,22
"GO:0002067","glandular epithelial cell differentiation","20/4843","36/18860",0.000129971753247888,0.00275721228238011,0.00220242062923204,20
"GO:0003094","glomerular filtration","18/4843","31/18860",0.000131204500194541,0.00275721228238011,0.00220242062923204,18
"GO:0032305","positive regulation of icosanoid secretion","12/4843","17/18860",0.000131310508234377,0.00275721228238011,0.00220242062923204,12
"GO:0060841","venous blood vessel development","12/4843","17/18860",0.000131310508234377,0.00275721228238011,0.00220242062923204,12
"GO:0055001","muscle cell development","77/4843","206/18860",0.000131400457830993,0.00275721228238011,0.00220242062923204,77
"GO:0045685","regulation of glial cell differentiation","35/4843","77/18860",0.000132834151946808,0.00277800489771425,0.00221902946462721,35
"GO:0001654","eye development","145/4843","432/18860",0.000134086990671599,0.0027948896328027,0.00223251674274343,145
"GO:0048762","mesenchymal cell differentiation","99/4843","278/18860",0.000140144476530275,0.00291147829718856,0.00232564605354005,99
"GO:0097237","cellular response to toxic substance","54/4843","134/18860",0.000143100605145001,0.00296307985702883,0.00236686462079329,54
"GO:0150063","visual system development","146/4843","436/18860",0.000143996179857006,0.00297181589612781,0.0023738428403712,146
"GO:0051963","regulation of synapse assembly","69/4843","181/18860",0.00014525466508784,0.0029879598975774,0.00238673843134842,69
"GO:0006690","icosanoid metabolic process","52/4843","128/18860",0.000147844528404243,0.00302142205605284,0.00241346751151244,52
"GO:0030282","bone mineralization","52/4843","128/18860",0.000147844528404243,0.00302142205605284,0.00241346751151244,52
"GO:0015670","carbon dioxide transport","11/4843","15/18860",0.000148989919155372,0.00303494400253508,0.00242426864353632,11
"GO:0033555","multicellular organismal response to stress","43/4843","101/18860",0.000156389857689049,0.00317537206194528,0.00253644051254492,43
"GO:0003093","regulation of glomerular filtration","9/4843","11/18860",0.000157252106949839,0.0031825797387203,0.00254219789877143,9
"GO:0008608","attachment of spindle microtubules to kinetochore","27/4843","55/18860",0.000158182337326191,0.00319111248998238,0.00254901373501436,27
"GO:0021543","pallium development","75/4843","201/18860",0.000169825086698512,0.00341500831393098,0.00272785842702975,75
"GO:0035116","embryonic hindlimb morphogenesis","17/4843","29/18860",0.000171847841930681,0.00344110283928063,0.00274870235018624,17
"GO:0009954","proximal/distal pattern formation","19/4843","34/18860",0.000172219683062499,0.00344110283928063,0.00274870235018624,19
"GO:0072006","nephron development","62/4843","160/18860",0.000181442109657421,0.00361386601901797,0.00288670303785792,62
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","73/4843","195/18860",0.00018320062735018,0.0036373441012501,0.00290545698472421,73
"GO:0030534","adult behavior","61/4843","157/18860",0.00018684098003873,0.0036979189550883,0.00295384328728007,61
"GO:0021879","forebrain neuron differentiation","36/4843","81/18860",0.00018746510085637,0.00369860390809077,0.00295439041766692,36
"GO:0097305","response to alcohol","99/4843","280/18860",0.000189437596105587,0.00372580400616443,0.00297611745605907,99
"GO:0042472","inner ear morphogenesis","47/4843","114/18860",0.000199847767104815,0.00391826528379878,0.00312985269469087,47
"GO:0044331","cell-cell adhesion mediated by cadherin","30/4843","64/18860",0.000200502031172949,0.00391884655320586,0.00313031700414629,30
"GO:2000177","regulation of neural precursor cell proliferation","41/4843","96/18860",0.000202699412942811,0.00394949104597266,0.00315479537437308,41
"GO:0003197","endocardial cushion development","26/4843","53/18860",0.000211224236444571,0.00410285095805956,0.0032772970171504,26
"GO:0030216","keratinocyte differentiation","68/4843","180/18860",0.00022012485669565,0.00426254120650775,0.00340485523953214,68
"GO:0034762","regulation of transmembrane transport","149/4843","450/18860",0.000222883663343697,0.00430268339636418,0.00343692023054038,149
"GO:0044060","regulation of endocrine process","23/4843","45/18860",0.00022392188059909,0.00430946588613096,0.00344233798363665,23
"GO:0003009","skeletal muscle contraction","27/4843","56/18860",0.000231237644435405,0.00443665131861691,0.00354393183697718,27
"GO:0055123","digestive system development","60/4843","155/18860",0.000236064097430041,0.00451544557096366,0.0036068715271644,60
"GO:0048863","stem cell differentiation","94/4843","265/18860",0.000238180840531922,0.00454208691032608,0.00362815223731397,94
"GO:0045653","negative regulation of megakaryocyte differentiation","13/4843","20/18860",0.000243872677765041,0.00463621536358435,0.00370334066171587,13
"GO:0006261","DNA-templated DNA replication","65/4843","171/18860",0.000244594721923242,0.00463621536358435,0.00370334066171587,65
"GO:0008038","neuron recognition","24/4843","48/18860",0.000253881889552997,0.0047969931022863,0.00383176755532189,24
"GO:0045787","positive regulation of cell cycle","119/4843","349/18860",0.000254606105046436,0.0047969931022863,0.00383176755532189,119
"GO:0019233","sensory perception of pain","37/4843","85/18860",0.00025682255623233,0.0048242656221606,0.0038535524431835,37
"GO:0002526","acute inflammatory response","46/4843","112/18860",0.000257781668284498,0.00482782742333415,0.00385639755758836,46
"GO:0086001","cardiac muscle cell action potential","38/4843","88/18860",0.00026024810365153,0.00485951369735029,0.00388170808735881,38
"GO:0021675","nerve development","41/4843","97/18860",0.000264868160467963,0.00493110634651632,0.00393889524281734,41
"GO:0031099","regeneration","72/4843","194/18860",0.000272697435116731,0.00506184528971115,0.00404332758826146,72
"GO:0002063","chondrocyte development","19/4843","35/18860",0.000286385807997834,0.00528466046876003,0.0042213090770207,19
"GO:0048333","mesodermal cell differentiation","19/4843","35/18860",0.000286385807997834,0.00528466046876003,0.0042213090770207,19
"GO:0098813","nuclear chromosome segregation","111/4843","323/18860",0.00028808569587036,0.00530043887357958,0.00423391263478556,111
"GO:0045143","homologous chromosome segregation","31/4843","68/18860",0.00029497563139788,0.00541133658301258,0.00432249609444539,31
"GO:0070482","response to oxygen levels","121/4843","357/18860",0.000298262260612485,0.00545567761831701,0.00435791506145786,121
"GO:0021983","pituitary gland development","22/4843","43/18860",0.000299615175543688,0.00545925210630496,0.00436077030990351,22
"GO:0016264","gap junction assembly","12/4843","18/18860",0.000301632297508474,0.00545925210630496,0.00436077030990351,12
"GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","12/4843","18/18860",0.000301632297508474,0.00545925210630496,0.00436077030990351,12
"GO:0007214","gamma-aminobutyric acid signaling pathway","17/4843","30/18860",0.000301938234123019,0.00545925210630496,0.00436077030990351,17
"GO:0007129","homologous chromosome pairing at meiosis","26/4843","54/18860",0.000308560152471317,0.00556294941553173,0.004443602195753,26
"GO:0050767","regulation of neurogenesis","127/4843","378/18860",0.000322763165088885,0.0058023383890191,0.00463482258780933,127
"GO:0032970","regulation of actin filament-based process","134/4843","402/18860",0.000328071414052858,0.0058809144336218,0.00469758797685912,134
"GO:0072028","nephron morphogenesis","35/4843","80/18860",0.000331369752276229,0.00592311631276655,0.00473129821738529,35
"GO:0035082","axoneme assembly","44/4843","107/18860",0.000336129145288324,0.00599112004982656,0.00478561860262474,44
"GO:0045652","regulation of megakaryocyte differentiation","20/4843","38/18860",0.00034463117027102,0.00607772608638954,0.00485479823117974,20
"GO:0048665","neuron fate specification","20/4843","38/18860",0.00034463117027102,0.00607772608638954,0.00485479823117974,20
"GO:1905332","positive regulation of morphogenesis of an epithelium","20/4843","38/18860",0.00034463117027102,0.00607772608638954,0.00485479823117974,20
"GO:0001578","microtubule bundle formation","54/4843","138/18860",0.000344863003945597,0.00607772608638954,0.00485479823117974,54
"GO:0031640","killing of cells of another organism","53/4843","135/18860",0.000354225774802155,0.00620785617628135,0.00495874423355796,53
"GO:0141061","disruption of cell in another organism","53/4843","135/18860",0.000354225774802155,0.00620785617628135,0.00495874423355796,53
"GO:0031960","response to corticosteroid","59/4843","154/18860",0.000363533214410015,0.00634826448793521,0.00507090032834916,59
"GO:0043010","camera-type eye development","127/4843","379/18860",0.000364261271223569,0.00634826448793521,0.00507090032834916,127
"GO:0032354","response to follicle-stimulating hormone","11/4843","16/18860",0.000365731048404698,0.00635092006639726,0.00507302156537714,11
"GO:0071248","cellular response to metal ion","69/4843","186/18860",0.000366438167681831,0.00635092006639726,0.00507302156537714,69
"GO:0090068","positive regulation of cell cycle process","97/4843","278/18860",0.00037188878605551,0.00642763152537815,0.00513429755084901,97
"GO:0086002","cardiac muscle cell action potential involved in contraction","29/4843","63/18860",0.000373745938990857,0.00644198357480395,0.00514576175689841,29
"GO:0001759","organ induction","14/4843","23/18860",0.000379467847505998,0.00651000377425289,0.00520009529205208,14
"GO:0007271","synaptic transmission, cholinergic","18/4843","33/18860",0.000381842746083051,0.00651000377425289,0.00520009529205208,18
"GO:0007274","neuromuscular synaptic transmission","18/4843","33/18860",0.000381842746083051,0.00651000377425289,0.00520009529205208,18
"GO:0042573","retinoic acid metabolic process","18/4843","33/18860",0.000381842746083051,0.00651000377425289,0.00520009529205208,18
"GO:1905330","regulation of morphogenesis of an epithelium","31/4843","69/18860",0.000405089590696634,0.00688762084561161,0.00550173025618792,31
"GO:0018958","phenol-containing compound metabolic process","47/4843","117/18860",0.000406694935267366,0.00689622709153366,0.00550860479888458,47
"GO:0030324","lung development","74/4843","203/18860",0.000420889079392199,0.00710621358689022,0.00567633892374282,74
"GO:0060079","excitatory postsynaptic potential","45/4843","111/18860",0.000421343872222372,0.00710621358689022,0.00567633892374282,45
"GO:0060911","cardiac cell fate commitment","10/4843","14/18860",0.000430698077007882,0.00723783696571624,0.00578147774336443,10
"GO:0009914","hormone transport","116/4843","343/18860",0.000431455375386974,0.00723783696571624,0.00578147774336443,116
"GO:0050954","sensory perception of mechanical stimulus","73/4843","200/18860",0.000439087769936865,0.00733996205418682,0.00586305376239173,73
"GO:0009582","detection of abiotic stimulus","59/4843","155/18860",0.000441873609220625,0.00733996205418682,0.00586305376239173,59
"GO:0009308","amine metabolic process","41/4843","99/18860",0.000442554190718028,0.00733996205418682,0.00586305376239173,41
"GO:0032330","regulation of chondrocyte differentiation","26/4843","55/18860",0.000443381641911778,0.00733996205418682,0.00586305376239173,26
"GO:0007160","cell-matrix adhesion","87/4843","246/18860",0.000443392671108831,0.00733996205418682,0.00586305376239173,87
"GO:0021872","forebrain generation of neurons","38/4843","90/18860",0.000448054031352882,0.00739760787554731,0.00590910039687277,38
"GO:0003231","cardiac ventricle development","52/4843","133/18860",0.000449663236310385,0.00740469066827127,0.00591475802755558,52
"GO:0042063","gliogenesis","120/4843","357/18860",0.000454422795880814,0.00745120492213362,0.00595191292959719,120
"GO:0044058","regulation of digestive system process","22/4843","44/18860",0.000454863163082113,0.00745120492213362,0.00595191292959719,22
"GO:0043410","positive regulation of MAPK cascade","154/4843","474/18860",0.000467003376202632,0.00763015412056072,0.00609485491803929,154
"GO:0086009","membrane repolarization","27/4843","58/18860",0.000471431560809632,0.00768249769485618,0.00613666619552879,27
"GO:0030323","respiratory tube development","75/4843","207/18860",0.000475640444771634,0.00773100557123635,0.00617541357392351,75
"GO:0000727","double-strand break repair via break-induced replication","9/4843","12/18860",0.000484725560288414,0.00779786709038336,0.00622882157228918,9
"GO:0032308","positive regulation of prostaglandin secretion","9/4843","12/18860",0.000484725560288414,0.00779786709038336,0.00622882157228918,9
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","9/4843","12/18860",0.000484725560288414,0.00779786709038336,0.00622882157228918,9
"GO:0071635","negative regulation of transforming growth factor beta production","9/4843","12/18860",0.000484725560288414,0.00779786709038336,0.00622882157228918,9
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","13/4843","21/18860",0.00048967699014221,0.00783733019426589,0.00626034411940673,13
"GO:2000193","positive regulation of fatty acid transport","13/4843","21/18860",0.00048967699014221,0.00783733019426589,0.00626034411940673,13
"GO:0001658","branching involved in ureteric bud morphogenesis","28/4843","61/18860",0.000496056178464261,0.00785923349415346,0.00627784015329172,28
"GO:0071715","icosanoid transport","28/4843","61/18860",0.000496056178464261,0.00785923349415346,0.00627784015329172,28
"GO:0090497","mesenchymal cell migration","28/4843","61/18860",0.000496056178464261,0.00785923349415346,0.00627784015329172,28
"GO:1904427","positive regulation of calcium ion transmembrane transport","28/4843","61/18860",0.000496056178464261,0.00785923349415346,0.00627784015329172,28
"GO:0003014","renal system process","55/4843","143/18860",0.000504662703008302,0.00790784100128899,0.00631666711526884,55
"GO:0021517","ventral spinal cord development","23/4843","47/18860",0.000504752207508687,0.00790784100128899,0.00631666711526884,23
"GO:0046850","regulation of bone remodeling","23/4843","47/18860",0.000504752207508687,0.00790784100128899,0.00631666711526884,23
"GO:0001660","fever generation","8/4843","10/18860",0.000505426241873906,0.00790784100128899,0.00631666711526884,8
"GO:0008300","isoprenoid catabolic process","8/4843","10/18860",0.000505426241873906,0.00790784100128899,0.00631666711526884,8
"GO:0060402","calcium ion transport into cytosol","17/4843","31/18860",0.000509257768179028,0.00794796825262493,0.00634872017360658,17
"GO:0032958","inositol phosphate biosynthetic process","15/4843","26/18860",0.000527604470448661,0.00821387207839925,0.00656112023979646,15
"GO:0060675","ureteric bud morphogenesis","30/4843","67/18860",0.000535231610545667,0.00830878983622094,0.00663693914907771,30
"GO:0021988","olfactory lobe development","20/4843","39/18860",0.000537674318378339,0.00830878983622094,0.00663693914907771,20
"GO:0042044","fluid transport","20/4843","39/18860",0.000537674318378339,0.00830878983622094,0.00663693914907771,20
"GO:0022602","ovulation cycle process","24/4843","50/18860",0.000550298199316847,0.00848297519045183,0.00677607584882324,24
"GO:0060541","respiratory system development","82/4843","231/18860",0.000557956046373688,0.00857994175232481,0.00685353131265514,82
"GO:0001906","cell killing","97/4843","281/18860",0.000564513174185461,0.00865954927833638,0.00691712063388747,97
"GO:0072078","nephron tubule morphogenesis","33/4843","76/18860",0.000570824306220673,0.00873500413958171,0.00697739286756514,33
"GO:0009988","cell-cell recognition","34/4843","79/18860",0.000577233048643131,0.00877272950964476,0.00700752733845925,34
"GO:0048332","mesoderm morphogenesis","34/4843","79/18860",0.000577233048643131,0.00877272950964476,0.00700752733845925,34
"GO:0086003","cardiac muscle cell contraction","38/4843","91/18860",0.000580959982558993,0.00877272950964476,0.00700752733845925,38
"GO:0001570","vasculogenesis","35/4843","82/18860",0.000581249532605505,0.00877272950964476,0.00700752733845925,35
"GO:0010232","vascular transport","37/4843","88/18860",0.000582916632380755,0.00877272950964476,0.00700752733845925,37
"GO:0150104","transport across blood-brain barrier","37/4843","88/18860",0.000582916632380755,0.00877272950964476,0.00700752733845925,37
"GO:0048644","muscle organ morphogenesis","36/4843","85/18860",0.00058307749530154,0.00877272950964476,0.00700752733845925,36
"GO:0030278","regulation of ossification","50/4843","128/18860",0.000586595480415214,0.00878887592465565,0.00702042485735375,50
"GO:1904062","regulation of monoatomic cation transmembrane transport","99/4843","288/18860",0.000586952344984176,0.00878887592465565,0.00702042485735375,99
"GO:0000070","mitotic sister chromatid segregation","70/4843","192/18860",0.000589548893261054,0.00878915608630933,0.00702064864636322,70
"GO:0019369","arachidonate metabolic process","25/4843","53/18860",0.000591173711893933,0.00878915608630933,0.00702064864636322,25
"GO:0021515","cell differentiation in spinal cord","25/4843","53/18860",0.000591173711893933,0.00878915608630933,0.00702064864636322,25
"GO:0030048","actin filament-based movement","56/4843","147/18860",0.000594483878739754,0.00881747483501942,0.00704326924643515,56
"GO:0097205","renal filtration","18/4843","34/18860",0.000617668691981172,0.00913974852238178,0.00730069672920149,18
"GO:0072009","nephron epithelium development","48/4843","122/18860",0.000619150724731066,0.0091401215222652,0.00730099467602379,48
"GO:0035036","sperm-egg recognition","26/4843","56/18860",0.000627239773057965,0.00919564770656483,0.00734534817558767,26
"GO:0031649","heat generation","12/4843","19/18860",0.000627309088047458,0.00919564770656483,0.00734534817558767,12
"GO:0032303","regulation of icosanoid secretion","12/4843","19/18860",0.000627309088047458,0.00919564770656483,0.00734534817558767,12
"GO:0045664","regulation of neuron differentiation","72/4843","199/18860",0.000637966451681438,0.00933007346818028,0.00745272549737535,72
"GO:0003156","regulation of animal organ formation","16/4843","29/18860",0.000679353989718941,0.00988160179103743,0.00789327821202443,16
"GO:0006833","water transport","16/4843","29/18860",0.000679353989718941,0.00988160179103743,0.00789327821202443,16
"GO:0006939","smooth muscle contraction","44/4843","110/18860",0.000680403566102673,0.00988160179103743,0.00789327821202443,44
"GO:0021545","cranial nerve development","28/4843","62/18860",0.000685066403552152,0.00992634322375566,0.00792901701060361,28
"GO:0002227","innate immune response in mucosa","14/4843","24/18860",0.000695986618203675,0.0100613365037094,0.00803684765769512,14
"GO:0007369","gastrulation","73/4843","203/18860",0.000717270387248901,0.0103075586226906,0.00823352626589765,73
"GO:0060560","developmental growth involved in morphogenesis","86/4843","246/18860",0.000721095239211943,0.0103075586226906,0.00823352626589765,86
"GO:0003230","cardiac atrium development","19/4843","37/18860",0.000721233381472929,0.0103075586226906,0.00823352626589765,19
"GO:0021772","olfactory bulb development","19/4843","37/18860",0.000721233381472929,0.0103075586226906,0.00823352626589765,19
"GO:0061436","establishment of skin barrier","19/4843","37/18860",0.000721233381472929,0.0103075586226906,0.00823352626589765,19
"GO:0001655","urogenital system development","30/4843","68/18860",0.000724907383557072,0.0103130814613085,0.00823793782817811,30
"GO:0072171","mesonephric tubule morphogenesis","30/4843","68/18860",0.000724907383557072,0.0103130814613085,0.00823793782817811,30
"GO:0009953","dorsal/ventral pattern formation","38/4843","92/18860",0.00074759288782282,0.0106117596791864,0.00847651759686698,38
"GO:0001707","mesoderm formation","33/4843","77/18860",0.000755418844277458,0.0106745446599026,0.00852666931627544,33
"GO:0060415","muscle tissue morphogenesis","33/4843","77/18860",0.000755418844277458,0.0106745446599026,0.00852666931627544,33
"GO:0035914","skeletal muscle cell differentiation","35/4843","83/18860",0.000759670924296417,0.010686491881246,0.00853621258101308,35
"GO:0051304","chromosome separation","35/4843","83/18860",0.000759670924296417,0.010686491881246,0.00853621258101308,35
"GO:0048771","tissue remodeling","71/4843","197/18860",0.000783786082111425,0.0110010601323648,0.00878748507460848,71
"GO:1990748","cellular detoxification","47/4843","120/18860",0.00078731249144112,0.0110258896680839,0.00880731854264843,47
"GO:0051924","regulation of calcium ion transport","84/4843","240/18860",0.000792535658995743,0.0110743178720251,0.00884600227987043,84
"GO:0141060","disruption of anatomical structure in another organism","53/4843","139/18860",0.000800402620518601,0.0111593912025193,0.00891395760535452,53
"GO:0044703","multi-organism reproductive process","77/4843","217/18860",0.000817083081248641,0.011324290703521,0.00904567690207932,77
"GO:0042401","biogenic amine biosynthetic process","20/4843","40/18860",0.000817644834028531,0.011324290703521,0.00904567690207932,20
"GO:0070633","transepithelial transport","20/4843","40/18860",0.000817644834028531,0.011324290703521,0.00904567690207932,20
"GO:0006937","regulation of muscle contraction","66/4843","181/18860",0.00082654835563973,0.0114223885094354,0.00912403598701775,66
"GO:0032102","negative regulation of response to external stimulus","146/4843","452/18860",0.000847025686597761,0.0116796465004711,0.00932952988754642,146
"GO:0055002","striated muscle cell development","65/4843","178/18860",0.0008624803156491,0.0118666699569791,0.00947892147461995,65
"GO:0031638","zymogen activation","26/4843","57/18860",0.00087428900434564,0.0120028210355898,0.0095876769542545,26
"GO:0035296","regulation of tube diameter","60/4843","162/18860",0.00089239498572124,0.0121980090205121,0.00974359024657453,60
"GO:0097746","blood vessel diameter maintenance","60/4843","162/18860",0.00089239498572124,0.0121980090205121,0.00974359024657453,60
"GO:0007339","binding of sperm to zona pellucida","21/4843","43/18860",0.000905442919531774,0.0123494540807442,0.00986456233384617,21
